"","X1","X2","Class"
"927",1.873395,2.884925,1
"928",0.763677,4.347924,1
"929",1.811345,3.608772,1
"930",3.237679,0.948539,1
"931",3.227977,1.334718,1
"932",0.935531,3.218732,1
"933",1.562084,2.058966,1
"934",3.168891,1.54475,1
"935",3.357261,3.588327,1
"936",2.417133,2.333117,1
"937",2.814483,1.379887,1
"938",2.086364,2.94136,1
"939",1.762245,2.606969,1
"940",0.599009,4.078568,1
"941",3.017245,1.946017,1
"942",-0.015206,5.003802,1
"943",3.543591,0.879013,1
"944",-2.020304,7.062076,1
"945",2.108236,1.329433,1
"946",1.132219,4.686454,1
"947",1.186809,3.425867,1
"948",2.006678,2.961217,1
"949",1.285267,2.589333,1
"950",3.004696,2.814118,1
"951",3.225959,4.082488,1
"952",2.155851,2.897762,1
"953",3.372245,1.897741,1
"954",3.993393,2.896871,1
"955",3.251595,2.966777,1
"956",2.570234,2.705889,1
"957",1.019064,3.794113,1
"958",0.436465,5.869797,1
"959",1.766073,2.565655,1
"960",0.598881,4.879738,1
"961",2.633888,3.247416,1
"962",3.517927,1.696788,1
"963",4.188239,1.393517,1
"964",3.137096,0.627436,1
"965",2.246261,2.392231,1
"966",0.965323,2.018761,1
"967",-0.560244,5.003785,1
"968",1.878077,2.088012,1
"969",0.933483,4.657005,1
"970",1.741725,3.15039,1
"971",3.279888,3.213427,1
"972",0.418932,5.803486,1
"973",2.213197,2.589314,1
"974",4.333625,1.69854,1
"975",1.510171,3.167817,1
"976",1.088754,2.960621,1
"977",3.013538,2.182945,1
"978",-1.980727,6.057688,1
"979",2.816701,2.98568,1
"980",1.763848,2.695235,1
"981",2.51726,2.120419,1
"982",2.818457,0.685684,1
"983",2.738228,3.768026,1
"984",3.035995,2.642771,1
"985",0.849755,3.462861,1
"986",3.849617,1.110825,1
"987",-0.478334,4.196447,1
"988",3.304526,1.99117,1
"989",2.584986,3.03879,1
"990",4.721329,1.428887,1
"991",-1.270139,6.787687,1
"992",3.966751,1.041449,1
"993",1.111443,4.579081,1
"994",1.308293,3.211914,1
"995",3.97945,1.654504,1
"996",4.659955,0.193491,1
"997",1.207052,5.084386,1
"998",1.088101,2.522492,1
"999",0.930944,3.988905,1
"1000",2.535062,2.723552,1
"1001",1.147548,2.839029,1
"1002",3.681427,3.681151,1
"1003",5.203933,2.389379,1
"1004",1.618054,3.732228,1
"1005",1.831439,3.133246,1
"1006",1.388142,3.324174,1
"1007",3.393497,2.28282,1
"1008",0.069738,4.776442,1
"1009",5.742975,-0.039992,1
"1010",2.668232,0.700447,1
"1011",0.865102,3.520316,1
"1012",2.274155,3.535463,1
"1013",-0.25096,4.527563,1
"1014",1.00468,3.164708,1
"1015",2.525079,3.799505,1
"1016",2.650416,3.040322,1
"1017",3.590096,2.558981,1
"1018",0.138285,4.469676,1
"1019",2.190278,4.89114,1
"1020",3.275203,2.044483,1
"1021",2.511581,0.843896,1
"1022",-1.297992,5.32367,1
"1023",3.818232,2.018084,1
"1024",1.745118,3.173634,1
"1025",4.73567,1.919281,1
"1026",1.496841,3.124479,1
"1027",2.117501,3.273738,1
"1028",0.270396,2.062163,1
"1029",1.243356,5.479718,1
"1030",1.143363,4.903079,1
"1031",3.689694,2.278824,1
"1032",1.828315,3.110908,1
"1033",0.581504,3.253979,1
"1034",2.888952,3.025198,1
"1035",4.929899,0.151708,1
"1036",2.829131,3.631206,1
"1037",5.030879,-0.057741,1
"1038",-0.165853,4.551756,1
"1039",2.696535,2.168461,1
"1040",3.162809,0.869685,1
"1041",3.617444,2.536773,1
"1042",2.696599,3.510044,1
"1043",2.840182,2.71351,1
"1044",-0.005142,3.823549,1
"1045",-0.047984,3.381503,1
"1046",2.137598,2.697934,1
"1047",1.551383,3.896884,1
"1048",2.055087,2.941991,1
"1049",2.635715,2.048229,1
"1050",0.507867,4.153122,1
"1051",1.294265,4.945549,1
"1052",1.662007,2.454388,1
"1053",1.784024,4.600882,1
"1054",4.199312,0.349404,1
"1055",2.136814,3.104062,1
"1056",5.178041,0.721001,1
"1057",4.816523,0.645584,1
"1058",1.614304,4.534218,1
"1059",1.894764,2.776586,1
"1060",0.901111,3.666884,1
"1061",1.407893,4.674251,1
"1062",0.801608,4.09968,1
"1063",1.931849,0.528262,1
"1064",3.424112,2.611123,1
"1065",1.426024,1.236741,1
"1066",0.630208,4.567041,1
"1067",3.074031,1.655377,1
"1068",3.637729,1.42847,1
"1069",2.004484,1.80333,1
"1070",4.296816,1.281019,1
"1071",-0.569122,2.688624,1
"1072",2.37111,2.804275,1
"1073",2.469953,2.24513,1
"1074",2.007412,2.819215,1
"1075",2.070067,3.729647,1
"1076",2.496058,1.927929,1
"1077",1.120017,4.917281,1
"1078",-0.948502,5.387393,1
"1079",1.977836,2.547393,1
"1080",0.354424,4.40134,1
"1081",2.676361,3.964768,1
"1082",1.334543,2.747243,1
"1083",2.002187,3.539017,1
"1084",-0.218828,5.369186,1
"1085",3.377097,1.838521,1
"1086",1.952369,3.294758,1
"1087",1.071392,3.698586,1
"1088",3.09343,1.853852,1
"1089",0.415247,5.507182,1
"1090",2.578502,3.498229,1
"1091",2.80614,1.576379,1
"1092",4.405521,1.05454,1
"1093",0.911387,3.160226,1
"1094",1.870232,3.638499,1
"1095",2.543823,2.047414,1
"1096",1.414973,4.416752,1
"1097",1.009582,3.495291,1
"1098",4.569319,-0.44713,1
"1099",2.391825,2.114193,1
"1100",2.288353,3.878667,1
"1101",2.653499,3.570501,1
"1102",0.647866,5.09632,1
"1103",1.426434,2.94687,1
"1104",4.593121,0.106447,1
"1105",1.438615,3.525333,1
"1106",2.373296,2.949275,1
"1107",3.105567,2.458361,1
"1108",1.539775,3.050948,1
"1109",1.583834,1.875251,1
"1110",1.923726,3.24588,1
"1111",5.073414,1.02698,1
"1112",3.152605,1.16248,1
"1113",1.179902,2.064481,1
"1114",3.297527,1.497886,1
"1115",1.144252,3.706038,1
"1116",2.369803,3.335028,1
"1117",1.77089,3.552997,1
"1118",3.218016,2.079957,1
"1119",-0.442713,5.561752,1
"1120",2.051805,2.801685,1
"1121",0.847779,4.761795,1
"1122",-0.519693,4.978393,1
"1123",3.258941,1.605803,1
"1124",-0.692244,4.821082,1
"1125",0.434461,5.743704,1
"1126",0.982889,3.627071,1
"1127",2.813191,2.493821,1
"1128",1.298864,4.581422,1
"1129",1.841526,3.604345,1
"1130",1.956643,1.91221,1
"1131",0.468417,4.358922,1
"1132",-0.073797,5.230566,1
"1133",2.512694,3.104507,1
"1134",2.104926,3.832908,1
"1135",1.063199,4.15283,1
"1136",3.759679,1.617409,1
"1137",2.978211,1.635679,1
"1138",1.939002,1.735574,1
"1139",0.484231,4.025011,1
"1140",-0.369891,3.454995,1
"1141",1.846526,2.867568,1
"1142",0.064908,5.174067,1
"1143",1.428204,4.184439,1
"1144",6.72872,-0.251415,1
"1145",3.809634,0.923332,1
"1146",3.462457,1.305454,1
"1147",2.599291,3.27991,1
"1148",1.664159,3.160116,1
"1149",3.441756,3.330189,1
"1150",3.396478,1.526369,1
"1151",1.52812,2.649669,1
"1152",0.908814,5.115483,1
"1153",3.544096,1.580758,1
"1154",4.008081,1.925436,1
"1155",5.1417,-0.609994,1
"1156",3.655084,0.675637,1
"1157",1.196875,4.641473,1
"1158",2.319203,3.387489,1
"1159",0.800223,5.537676,1
"1160",1.949149,5.239652,1
"1161",1.022405,2.444343,1
"1162",1.137147,4.009919,1
"1163",3.800037,1.057843,1
"1164",5.181415,0.441016,1
"1165",3.040514,1.623806,1
"1166",4.042609,0.382459,1
"1167",2.97059,2.843296,1
"1168",2.727621,3.856856,1
"1169",1.043525,6.660999,1
"1170",1.441747,4.469819,1
"1171",2.435299,2.239011,1
"1172",1.531853,4.033559,1
"1173",1.529513,5.155197,1
"1174",2.549828,2.006459,1
"1175",1.919725,3.422753,1
"1176",1.894108,3.752246,1
"1177",1.806159,3.695133,1
"1178",4.231718,1.188411,1
"1179",2.44735,4.326252,1
"1180",1.087779,3.995601,1
"1181",4.251951,0.372666,1
"1182",0.376849,3.038881,1
"1183",0.633745,4.059354,1
"1184",-1.00089,3.842457,1
"1185",-0.180736,4.544849,1
"1186",3.696237,1.614863,1
"1187",1.234394,3.555282,1
"1188",5.19048,0.627814,1
"1189",2.266449,3.02845,1
"1190",-0.163142,2.7193,1
"1191",-0.873782,6.334442,1
"1192",1.484116,2.875791,1
"1193",1.685261,3.405019,1
"1194",3.268707,0.94093,1
"1195",2.177304,3.543247,1
"1196",0.493373,2.500511,1
"1197",2.343888,2.851715,1
"1198",5.687969,0.004465,1
"1199",1.979211,2.578172,1
"1200",3.707404,1.728083,1
"1201",4.394931,1.472089,1
"1202",3.509132,1.684444,1
"1203",2.265936,2.402646,1
"1204",1.123059,2.067836,1
"1205",-0.015914,4.840131,1
"1206",1.487184,2.575236,1
"1207",3.930399,2.191314,1
"1208",1.393379,4.309882,1
"1209",0.382914,6.031159,1
"1210",2.011038,3.624816,1
"1211",2.763103,1.802509,1
"1212",3.533098,2.307564,1
"1213",0.930771,4.058035,1
"1214",0.298312,4.099812,1
"1215",-0.174938,4.213641,1
"1216",1.696171,4.161152,1
"1217",1.758161,2.505917,1
"1218",1.991921,2.01968,1
"1219",1.084924,5.06619,1
"1220",2.184137,2.170262,1
"1221",1.855135,2.549426,1
"1222",1.002034,3.61161,1
"1223",1.362691,3.629361,1
"1224",4.236368,0.958841,1
"1225",1.503253,4.137776,1
"1226",3.161377,2.577706,1
"1227",2.056063,1.99928,1
"1228",2.965092,1.99722,1
"1229",2.231988,2.412778,1
"1230",2.638904,2.258861,1
"1231",1.192255,2.444162,1
"1232",0.505257,5.694849,1
"1233",4.980849,-0.25232,1
"1234",1.841472,3.180195,1
"1235",1.378721,5.054088,1
"1236",2.791869,1.840464,1
"1237",0.236592,4.491466,1
"1238",2.093914,1.760504,1
"1239",2.95466,2.284347,1
"1240",3.87128,1.305703,1
"1241",2.728384,1.86406,1
"1242",2.019866,4.013325,1
"1243",3.995306,1.477177,1
"1244",5.599668,0.047494,1
"1245",3.819851,1.754266,1
"1246",1.530446,4.940483,1
"1247",2.406001,2.446742,1
"1248",1.742304,3.483796,1
"1249",1.991038,3.061791,1
"1250",1.761922,2.374412,1
"1251",1.960449,1.723224,1
"1252",1.775982,3.256549,1
"1253",2.476041,3.398991,1
"1254",0.34329,3.296089,1
"1255",4.851212,3.013617,1
"1256",3.294732,1.482211,1
"1257",2.83401,2.496464,1
"1258",-0.924182,5.397847,1
"1259",1.827128,3.523504,1
"1260",2.130076,-0.076171,1
"1261",0.399705,3.034788,1
"1262",0.879308,2.320654,1
"1263",1.624408,2.516904,1
"1264",2.831396,1.74219,1
"1265",2.828533,1.158687,1
"1266",-0.703283,4.319091,1
"1267",2.865516,3.282325,1
"1268",1.134728,5.014377,1
"1269",1.827456,3.241855,1
"1270",1.589067,2.857128,1
"1271",2.370174,3.190463,1
"1272",1.706869,0.951416,1
"1273",5.048795,-0.251441,1
"1274",4.719059,1.68711,1
"1275",-1.784303,6.023007,1
"1276",2.354991,3.388055,1
"1277",2.837566,2.819945,1
"1278",2.411116,3.018159,1
"1279",4.368986,1.541447,1
"1280",1.749751,3.208426,1
"1281",2.893381,2.253478,1
"1282",0.878907,3.013219,1
"1283",2.421952,3.491838,1
"1284",3.84729,2.287038,1
"1285",0.965576,4.523127,1
"1286",0.580661,4.029463,1
"1287",0.08616,5.660046,1
"1288",2.637279,3.277162,1
"1289",1.820542,3.401386,1
"1290",0.473993,3.113445,1
"1291",0.540327,5.698165,1
"1292",2.518414,2.314893,1
"1293",1.287855,2.670279,1
"1294",3.839654,2.359983,1
"1295",2.640067,2.866241,1
"1296",3.833773,2.494857,1
"1297",4.067265,0.497309,1
"1298",1.097048,4.74413,1
"1299",3.545826,2.691161,1
"1300",2.191505,3.063755,1
"1301",1.537183,3.338126,1
"1302",3.942738,1.707021,1
"1303",2.344294,3.06997,1
"1304",-0.350931,6.613946,1
"1305",1.243114,5.416725,1
"1306",1.963538,3.572286,1
"1307",1.308282,4.923498,1
"1308",2.158531,2.889235,1
"1309",2.800853,3.304007,1
"1310",0.545622,3.016472,1
"1311",3.014235,2.43732,1
"1312",-0.471008,5.789711,1
"1313",1.151243,4.091209,1
"1314",3.65256,2.47346,1
"1315",1.066656,3.716905,1
"1316",3.307044,3.002352,1
"1317",2.837668,3.634474,1
"1318",3.31988,2.392374,1
"1319",0.986001,4.061764,1
"1320",3.069868,3.040726,1
"1321",1.986474,2.92568,1
"1322",3.582464,2.841834,1
"1323",2.081683,2.346277,1
"1324",2.036024,3.14753,1
"1325",2.893842,-0.502797,1
"1326",4.101058,-0.184037,1
"1327",0.765157,2.651878,1
"1328",0.875423,2.770816,1
"1329",2.569502,3.765633,1
"1330",0.739174,3.432858,1
"1331",0.258684,4.982367,1
"1332",0.311025,4.268748,1
"1333",0.767949,3.656555,1
"1334",2.436345,3.228974,1
"1335",0.094942,3.603176,1
"1336",0.900002,3.234518,1
"1337",2.79813,1.849455,1
"1338",0.765995,1.955522,1
"1339",1.446923,3.815404,1
"1340",3.251066,2.602644,1
"1341",1.074579,3.058791,1
"1342",3.877436,-0.727473,1
"1343",3.701267,1.752365,1
"1344",0.620275,4.556096,1
"1345",0.856014,4.917183,1
"1346",4.492746,2.445727,1
"1347",1.786322,2.430702,1
"1348",0.782718,3.080887,1
"1349",1.086038,1.856603,1
"1350",2.578273,3.045015,1
"1351",1.71232,2.507229,1
"1352",2.030887,2.462688,1
"1353",1.54997,3.850121,1
"1354",2.869268,1.20568,1
"1355",3.346606,1.397855,1
"1356",0.287965,2.140359,1
"1357",0.055875,4.577039,1
"1358",0.998692,2.235318,1
"1359",3.429301,3.239735,1
"1360",1.77224,3.494433,1
"1361",3.919609,1.036193,1
"1362",1.005404,4.322249,1
"1363",1.858246,2.770955,1
"1364",1.458854,3.541624,1
"1365",3.546268,2.163242,1
"1366",3.790737,2.565981,1
"1367",2.302071,2.362116,1
"1368",1.011552,4.18259,1
"1369",3.332924,2.288023,1
"1370",2.797163,1.713623,1
"1371",0.784876,2.047178,1
"1372",4.341729,0.282968,1
"1373",2.486205,3.652588,1
"1374",2.098083,1.588592,1
"1375",-0.548532,6.130109,1
"1376",0.669516,4.312078,1
"1377",3.320485,3.060674,1
"1378",2.470483,3.058129,1
"1379",2.071975,3.085576,1
"1380",1.370909,3.052285,1
"1381",1.780203,2.809375,1
"1382",2.136108,3.365313,1
"1383",2.028806,3.729724,1
"1384",1.642396,4.362976,1
"1385",0.546364,4.26195,1
"1386",0.091096,3.846433,1
"1387",0.635895,4.486001,1
"1388",1.539779,2.70278,1
"1389",2.13205,2.853439,1
"1390",1.442217,2.412599,1
"1391",2.979288,2.34651,1
"1392",2.898696,3.413028,1
"1393",0.245863,4.630157,1
"1394",0.272662,4.138178,1
"1395",2.14898,1.691736,1
"1396",0.147141,4.680757,1
"1397",2.124189,3.671481,1
"1398",-0.636307,5.586872,1
"1399",2.678449,3.691073,1
"1400",1.94284,3.197709,1
"1401",2.017717,2.194638,1
"1402",2.656281,1.224406,1
"1403",0.775576,4.040291,1
"1404",2.891404,2.889381,1
"1405",2.301322,4.39746,1
"1406",4.080799,0.666461,1
"1407",3.893695,1.950688,1
"1408",4.721934,1.342911,1
"1409",2.0663,3.318908,1
"1410",4.962615,0.66007,1
"1411",-1.281501,4.071976,1
"1412",0.581201,2.976289,1
"1413",0.928461,3.534772,1
"1414",1.01594,2.388057,1
"1415",1.485749,4.128833,1
"1416",1.532748,2.432534,1
"1417",2.192248,2.597245,1
"1418",2.23487,3.125522,1
"1419",-1.204623,6.116278,1
"1420",2.452895,2.145999,1
"1421",2.855286,2.63507,1
"1422",2.817673,1.168676,1
"1423",1.107211,3.172063,1
"1424",0.627551,4.003458,1
"1425",2.948269,3.226646,1
"1426",3.235176,2.078051,1
"1427",0.385466,4.11812,1
"1428",2.560658,2.576046,1
"1429",2.131395,2.175525,1
"1430",-0.425854,4.778498,1
"1431",3.050625,2.169639,1
"1432",2.714569,2.378423,1
"1433",2.847383,3.407546,1
"1434",0.387819,3.271323,1
"1435",0.433912,5.142598,1
"1436",3.079757,1.501017,1
"1437",2.50682,1.493404,1
"1438",1.776281,4.987246,1
"1439",1.721627,3.777493,1
"1440",2.516851,2.388495,1
"1441",0.46492,2.614705,1
"1442",1.464185,2.752216,1
"1443",0.317335,4.93055,1
"1444",0.904874,4.057758,1
"1445",2.587748,2.276133,1
"1446",2.545284,3.956789,1
"1447",-0.066156,4.132107,1
"1448",1.235068,2.342522,1
"1449",1.963349,3.697566,1
"1450",5.114619,1.685149,1
"1451",3.612005,0.804552,1
"1452",3.087685,3.14096,1
"1453",1.761987,3.789181,1
"1454",-0.167527,5.474612,1
"1455",-0.543544,3.692043,1
"1456",1.090784,3.642023,1
"1457",4.959518,1.337093,1
"1458",1.783642,3.953422,1
"1459",2.157357,2.347664,1
"1460",1.456567,3.294385,1
"1461",2.794171,2.607323,1
"1462",2.718739,2.988978,1
"1463",-1.011297,6.263363,1
"1464",1.884584,3.406924,1
"1465",3.644093,2.121362,1
"1466",1.946443,4.657587,1
"1467",3.240463,1.62147,1
"1468",2.665433,2.332315,1
"1469",5.980883,-0.846009,1
"1470",4.352521,0.554851,1
"1471",1.02905,3.340536,1
"1472",0.583717,4.437512,1
"1473",1.38851,3.762991,1
"1474",3.160239,0.483401,1
"1475",-0.31638,5.951409,1
"1476",1.237006,2.807394,1
"1477",1.44314,3.589399,1
"1478",0.287501,4.418514,1
"1479",2.623653,2.475676,1
"1480",1.924603,1.826087,1
"1481",0.994357,2.8281,1
"1482",2.150332,2.599401,1
"1483",1.322753,3.013457,1
"1484",1.565211,2.565404,1
"1485",1.47531,2.176638,1
"1486",2.258188,1.970669,1
"1487",0.139809,5.266715,1
"1488",0.603839,4.495362,1
"1489",1.937262,4.860782,1
"1490",-0.869457,5.761702,1
"1491",2.83693,2.955963,1
"1492",2.060565,2.869361,1
"1493",3.600054,0.8867,1
"1494",0.955674,3.870711,1
"1495",2.526313,1.006412,1
"1496",2.259747,2.909853,1
"1497",1.912963,2.920533,1
"1498",1.280885,4.921207,1
"1499",4.346911,0.401541,1
"1500",2.538658,2.739292,1
"1501",3.174408,1.98092,1
"1502",1.350757,3.560964,1
"1503",0.072247,4.361407,1
"1504",-0.575382,6.305513,1
"1505",1.343637,4.147161,1
"1506",4.768475,0.055858,1
"1507",1.526196,2.879428,1
"1508",1.559189,4.172708,1
"1509",-0.691274,6.093384,1
"1510",3.011881,2.348782,1
"1511",2.886285,1.990021,1
"1512",3.905102,1.576264,1
"1513",1.176017,3.346069,1
"1514",4.033331,1.430542,1
"1515",1.677549,3.670738,1
"1516",1.878893,3.412948,1
"1517",1.782508,3.611218,1
"1518",3.919995,1.113844,1
"1519",2.938659,1.896707,1
"1520",1.510306,3.339827,1
"1521",1.616898,2.811826,1
"1522",0.003792,3.69206,1
"1523",2.785435,3.629609,1
"1524",0.246471,3.991937,1
"1525",3.110722,2.030794,1
"1526",3.690968,1.00709,1
"1527",1.420593,1.96076,1
"1528",0.575288,5.148283,1
"1529",2.426388,2.255742,1
"1530",2.432725,2.119492,1
"1531",2.754895,0.859997,1
"1532",3.550005,1.875574,1
"1533",2.826441,1.786106,1
"1534",0.238381,3.322339,1
"1535",-0.736916,5.305051,1
"1536",-0.125954,5.705083,1
"1537",1.180646,4.722716,1
"1538",1.92283,2.190834,1
"1539",2.15391,4.219757,1
"1540",1.439865,3.183389,1
"1541",2.561356,2.969515,1
"1542",1.391263,3.998942,1
"1543",0.987537,3.683608,1
"1544",3.617296,2.504705,1
"1545",4.105122,1.841566,1
"1546",3.104039,1.556163,1
"1547",2.590512,3.021491,1
"1548",1.77886,4.500385,1
"1549",3.982635,1.10598,1
"1550",0.410182,2.940579,1
"1551",2.198754,2.104678,1
"1552",1.073499,4.754922,1
"1553",0.732488,4.290473,1
"1554",1.125968,2.653526,1
"1555",3.619899,2.440093,1
"1556",3.00287,2.342478,1
"1557",1.918622,3.074216,1
"1558",3.117503,2.104341,1
"1559",0.940832,3.16969,1
"1560",4.071552,1.440671,1
"1561",-0.29582,4.402175,1
"1562",1.510924,3.842385,1
"1563",4.11556,2.460565,1
"1564",1.909726,2.86254,1
"1565",2.686323,3.03263,1
"1566",2.573839,2.594417,1
"1567",0.994264,3.129915,1
"1568",1.917953,2.48406,1
"1569",0.432637,4.419785,1
"1570",-0.26508,4.853175,1
"1571",3.327322,1.909629,1
"1572",0.930024,3.355428,1
"1573",1.948388,2.764573,1
"1574",0.572222,4.832048,1
"1575",3.407333,1.70338,1
"1576",3.085825,1.956744,1
"1577",4.122415,0.420802,1
"1578",0.449316,5.011465,1
"1579",3.079239,2.204028,1
"1580",3.182028,3.521796,1
"1581",1.239161,2.885668,1
"1582",5.274667,-0.062819,1
"1583",-1.326401,6.059,1
"1584",0.466992,3.989388,1
"1585",0.947572,3.598458,1
"1586",3.15859,2.598826,1
"1587",1.197174,2.62807,1
"1588",4.982525,0.871194,1
"1589",-0.116356,5.185602,1
"1590",2.127424,2.685944,1
"1591",2.780998,1.874514,1
"1592",1.740733,1.838088,1
"1593",2.193303,2.719429,1
"1594",-1.705726,3.798941,1
"1595",3.036328,1.518498,1
"1596",1.762083,2.205426,1
"1597",1.830837,2.286076,1
"1598",4.091279,1.946747,1
"1599",-1.056276,6.682671,1
"1600",1.77599,3.442086,1
"1601",3.432943,2.19929,1
"1602",3.616652,0.982503,1
"1603",0.397556,4.571641,1
"1604",2.070453,2.136315,1
"1605",1.904838,1.646263,1
"1606",2.957082,2.451674,1
"1607",2.939623,3.245268,1
"1608",1.06437,3.365177,1
"1609",1.861274,3.693438,1
"1610",3.505621,2.128133,1
"1611",1.922563,4.038005,1
"1612",1.430764,4.667532,1
"1613",0.328438,4.137539,1
"1614",1.432299,1.494788,1
"1615",0.933427,3.734773,1
"1616",1.345995,4.173402,1
"1617",1.253732,4.140034,1
"1618",1.409942,2.539109,1
"1619",3.586776,2.066444,1
"1620",0.565916,4.366666,1
"1621",1.950978,2.700443,1
"1622",1.138391,4.121518,1
"1623",3.447896,1.544296,1
"1624",3.99976,1.672971,1
"1625",3.443245,1.397731,1
"1626",2.770035,0.852523,1
"1627",5.10438,0.340037,1
"1628",3.010533,3.255218,1
"1629",3.093895,1.175168,1
"1630",1.615562,3.062431,1
"1631",2.543604,2.6968,1
"1632",2.113757,4.569908,1
"1633",4.771566,2.686242,1
"1634",3.609985,0.95781,1
"1635",-0.473751,4.333558,1
"1636",3.000617,2.144434,1
"1637",1.888192,2.950306,1
"1638",3.798479,2.431596,1
"1639",1.833629,3.576093,1
"1640",4.198411,1.054463,1
"1641",-2.050182,7.145102,1
"1642",-2.307898,6.603849,1
"1643",1.882261,2.829628,1
"1644",1.047302,4.274114,1
"1645",3.805781,2.029806,1
"1646",2.614288,2.381882,1
"1647",3.402888,2.367512,1
"1648",-1.026888,5.720316,1
"1649",2.687071,2.03655,1
"1650",1.913816,2.504156,1
"1651",1.798863,3.032652,1
"1652",2.450738,1.690096,1
"1653",2.683553,2.885049,1
"1654",0.791033,3.9975,1
"1655",1.496136,4.123531,1
"1656",2.191538,3.49159,1
"1657",-0.090796,4.85917,1
"1658",0.295321,4.540314,1
"1659",1.039694,4.308298,1
"1660",0.856916,3.983327,1
"1661",2.207794,2.639443,1
"1662",4.374207,2.151188,1
"1663",1.06282,2.058438,1
"1664",-1.165659,4.802099,1
"1665",-1.008285,5.198149,1
"1666",2.920346,3.521862,1
"1667",2.804628,1.785843,1
"1668",0.05311,5.593123,1
"1669",1.757507,5.578754,1
"1670",1.90863,2.588147,1
"1671",1.239579,4.829222,1
"1672",1.024175,4.051098,1
"1673",5.303638,0.865346,1
"1674",2.341545,3.743487,1
"1675",3.288235,1.830497,1
"1676",2.629823,2.304589,1
"1677",1.888581,2.394468,1
"1678",1.79821,2.982555,1
"1679",3.143963,1.924389,1
"1680",1.934466,4.225425,1
"1681",3.371579,1.001446,1
"1682",5.396404,1.680466,1
"1683",0.530607,4.343819,1
"1684",2.633809,2.567313,1
"1685",2.563769,1.975579,1
"1686",2.696623,2.408967,1
"1687",3.020167,2.98904,1
"1688",2.533266,2.715819,1
"1689",4.180091,1.510114,1
"1690",2.213538,2.75746,1
"1691",4.108905,0.871883,1
"1692",2.446225,3.734086,1
"1693",-0.087061,3.823524,1
"1694",2.7346,2.951661,1
"1695",2.144208,3.353028,1
"1696",-0.181092,4.385072,1
"1697",0.591229,3.522384,1
"1698",-0.368651,5.117346,1
"1699",1.578126,3.88322,1
"1700",-0.441798,4.193894,1
"1701",3.134626,2.464166,1
"1702",0.230413,5.052332,1
"1703",5.711785,0.738423,1
"1704",3.212047,1.796681,1
"1705",4.802999,0.082705,1
"1706",4.511656,1.293468,1
"1707",3.540125,0.70588,1
"1708",2.200909,2.196052,1
"1709",2.073891,2.656214,1
"1710",4.0871,1.855064,1
"1711",5.724861,1.07915,1
"1712",2.467352,2.711202,1
"1713",-0.970555,6.348802,1
"1714",1.793711,3.039182,1
"1715",2.400926,2.687585,1
"1716",2.92661,-0.088232,1
"1717",0.700383,3.701255,1
"1718",3.752725,2.015386,1
"1719",4.908083,-0.624516,1
"1720",2.560773,2.263648,1
"1721",-1.233411,5.846863,1
"1722",4.202495,0.678415,1
"1723",2.176913,2.492541,1
"1724",3.072457,3.866684,1
"1725",-0.126803,5.276943,1
"1726",1.076809,4.85753,1
"1727",4.865239,0.468577,1
"1728",-1.337443,5.091048,1
"1729",4.614512,0.629711,1
"1730",2.15832,2.695391,1
"1731",2.409623,1.780437,1
"1732",2.721094,3.079755,1
"1733",0.451591,4.240248,1
"1734",1.661155,2.768975,1
"1735",5.273947,0.189823,1
"1736",1.00541,4.442108,1
"1737",0.955205,2.91613,1
"1738",3.366584,2.978872,1
"1739",2.518997,2.393995,1
"1740",1.621461,2.717082,1
"1741",2.631405,3.125218,1
"1742",3.788279,-0.237258,1
"1743",-0.892333,4.790288,1
"1744",2.267122,1.831183,1
"1745",1.298258,4.261942,1
"1746",2.489485,2.071381,1
"1747",1.33261,3.844164,1
"1748",5.50856,1.112282,1
"1749",3.2434,2.278513,1
"1750",0.681093,3.130018,1
"1751",-0.194716,3.680264,1
"1752",3.366984,1.871311,1
"1753",2.423005,2.260303,1
"1754",0.756532,3.853424,1
"1755",1.597435,3.378984,1
"1756",1.809243,2.965496,1
"1757",3.374614,1.96425,1
"1758",1.249589,2.642403,1
"1759",3.253545,2.513095,1
"1760",-1.585641,5.919151,1
"1761",1.442131,3.675769,1
"1762",2.769625,1.724934,1
"1763",1.473016,1.868592,1
"1764",2.238929,2.269175,1
"1765",3.667426,2.09098,1
"1766",0.340273,3.270588,1
"1767",2.894182,0.798171,1
"1768",2.062918,2.29565,1
"1769",5.157843,0.392655,1
"1770",3.610035,1.162322,1
"1771",1.074462,3.24696,1
"1772",2.395469,1.032864,1
"1773",0.118467,5.153815,1
"1774",0.454736,4.057217,1
"1775",1.618028,3.741001,1
"1776",0.526497,4.765181,1
"1777",0.412454,3.091643,1
"1778",1.880664,2.643278,1
"1779",0.561068,4.363389,1
"1780",1.245592,4.465514,1
"1781",1.673964,3.768923,1
"1782",4.636196,-0.736121,1
"1783",0.280998,5.471466,1
"1784",0.332885,4.275443,1
"1785",2.333842,3.448098,1
"1786",-0.27937,4.592939,1
"1787",0.87451,4.162306,1
"1788",1.779301,3.536006,1
"1789",3.086095,2.194806,1
"1790",0.884441,4.874357,1
"1791",-0.359168,5.249251,1
"1792",2.630706,2.832963,1
"1793",2.006418,2.697208,1
"1794",1.929484,2.369187,1
"1795",2.106608,3.625949,1
"1796",0.941624,4.849947,1
"1797",1.499133,1.918671,1
"1798",1.644617,4.534113,1
"1799",5.164142,0.248591,1
