"","X1","X2","X3","Class"
"672",-0.525483,0.525483,0.669131,1
"673",-0.482634,0.565092,0.669131,1
"674",-0.43681,0.601217,0.669131,1
"675",-0.388292,0.633635,0.669131,1
"676",-0.337381,0.662147,0.669131,1
"677",-0.284389,0.686576,0.669131,1
"678",-0.229644,0.706773,0.669131,1
"679",-0.173484,0.722612,0.669131,1
"680",-0.116253,0.733995,0.669131,1
"681",-0.058306,0.740854,0.669131,1
"682",0,0.777146,0.62932,1
"683",0.057394,0.775024,0.62932,1
"684",0.114475,0.768669,0.62932,1
"685",0.17093,0.758115,0.62932,1
"686",0.226452,0.743421,0.62932,1
"687",0.280738,0.724667,0.62932,1
"688",0.333489,0.701955,0.62932,1
"689",0.38442,0.675409,0.62932,1
"690",0.433251,0.645174,0.62932,1
"691",0.479715,0.611416,0.62932,1
"692",0.52356,0.574318,0.62932,1
"693",0.564545,0.534083,0.62932,1
"694",0.602447,0.490932,0.62932,1
"695",0.637058,0.445099,0.62932,1
"696",0.66819,0.396835,0.62932,1
"697",0.695673,0.346404,0.62932,1
"698",0.719356,0.294081,0.62932,1
"699",0.73911,0.240151,0.62932,1
"700",0.754827,0.18491,0.62932,1
"701",0.766422,0.12866,0.62932,1
"702",0.773831,0.071706,0.62932,1
"703",0.777013,0.014361,0.62932,1
"704",0.775952,-0.043063,0.62932,1
"705",0.770653,-0.100251,0.62932,1
"706",0.761144,-0.156892,0.62932,1
"707",0.747479,-0.212676,0.62932,1
"708",0.729731,-0.267299,0.62932,1
"709",0.707998,-0.320461,0.62932,1
"710",0.682397,-0.371873,0.62932,1
"711",0.65307,-0.421255,0.62932,1
"712",0.620176,-0.468335,0.62932,1
"713",0.583895,-0.512858,0.62932,1
"714",0.544424,-0.554579,0.62932,1
"715",0.50198,-0.593272,0.62932,1
"716",0.456795,-0.628724,0.62932,1
"717",0.409115,-0.660743,0.62932,1
"718",0.3592,-0.689153,0.62932,1
"719",0.307323,-0.713798,0.62932,1
"720",0.253768,-0.734546,0.62932,1
"721",0.198827,-0.751281,0.62932,1
"722",0.1428,-0.763914,0.62932,1
"723",0.085993,-0.772374,0.62932,1
"724",0.028717,-0.776615,0.62932,1
"725",-0.028717,-0.776615,0.62932,1
"726",-0.085993,-0.772374,0.62932,1
"727",-0.1428,-0.763914,0.62932,1
"728",-0.198827,-0.751281,0.62932,1
"729",-0.253768,-0.734546,0.62932,1
"730",-0.307323,-0.713798,0.62932,1
"731",-0.3592,-0.689153,0.62932,1
"732",-0.409115,-0.660743,0.62932,1
"733",-0.456795,-0.628724,0.62932,1
"734",-0.50198,-0.593272,0.62932,1
"735",-0.544424,-0.554579,0.62932,1
"736",-0.583895,-0.512858,0.62932,1
"737",-0.620176,-0.468335,0.62932,1
"738",-0.65307,-0.421255,0.62932,1
"739",-0.682397,-0.371873,0.62932,1
"740",-0.707998,-0.320461,0.62932,1
"741",-0.729731,-0.267299,0.62932,1
"742",-0.747479,-0.212676,0.62932,1
"743",-0.761144,-0.156892,0.62932,1
"744",-0.770653,-0.100251,0.62932,1
"745",-0.775952,-0.043063,0.62932,1
"746",-0.777013,0.014361,0.62932,1
"747",-0.773831,0.071706,0.62932,1
"748",-0.766422,0.12866,0.62932,1
"749",-0.754827,0.18491,0.62932,1
"750",-0.73911,0.240151,0.62932,1
"751",-0.719356,0.294081,0.62932,1
"752",-0.695673,0.346404,0.62932,1
"753",-0.66819,0.396835,0.62932,1
"754",-0.637058,0.445099,0.62932,1
"755",-0.602447,0.490932,0.62932,1
"756",-0.564545,0.534083,0.62932,1
"757",-0.52356,0.574318,0.62932,1
"758",-0.479715,0.611416,0.62932,1
"759",-0.433251,0.645174,0.62932,1
"760",-0.38442,0.675409,0.62932,1
"761",-0.333489,0.701955,0.62932,1
"762",-0.280738,0.724667,0.62932,1
"763",-0.226452,0.743421,0.62932,1
"764",-0.17093,0.758115,0.62932,1
"765",-0.114475,0.768669,0.62932,1
"766",-0.057394,0.775024,0.62932,1
"767",0,0.809017,0.587785,1
"768",0.056434,0.807046,0.587785,1
"769",0.112593,0.801144,0.587785,1
"770",0.168204,0.791338,0.587785,1
"771",0.222995,0.777677,0.587785,1
"772",0.2767,0.760227,0.587785,1
"773",0.329057,0.739074,0.587785,1
"774",0.37981,0.71432,0.587785,1
"775",0.428714,0.686085,0.587785,1
"776",0.475528,0.654508,0.587785,1
"777",0.520026,0.619743,0.587785,1
"778",0.56199,0.581958,0.587785,1
"779",0.601217,0.541338,0.587785,1
"780",0.637514,0.498081,0.587785,1
"781",0.670705,0.452397,0.587785,1
"782",0.700629,0.404508,0.587785,1
"783",0.72714,0.35465,0.587785,1
"784",0.750107,0.303063,0.587785,1
"785",0.769421,0.25,0.587785,1
"786",0.784986,0.195719,0.587785,1
"787",0.796726,0.140484,0.587785,1
"788",0.804585,0.084565,0.587785,1
"789",0.808524,0.028234,0.587785,1
"790",0.808524,-0.028234,0.587785,1
"791",0.804585,-0.084565,0.587785,1
"792",0.796726,-0.140484,0.587785,1
"793",0.784986,-0.195719,0.587785,1
"794",0.769421,-0.25,0.587785,1
"795",0.750107,-0.303063,0.587785,1
"796",0.72714,-0.35465,0.587785,1
"797",0.700629,-0.404508,0.587785,1
"798",0.670705,-0.452397,0.587785,1
"799",0.637514,-0.498081,0.587785,1
"800",0.601217,-0.541338,0.587785,1
"801",0.56199,-0.581958,0.587785,1
"802",0.520026,-0.619743,0.587785,1
"803",0.475528,-0.654508,0.587785,1
"804",0.428714,-0.686085,0.587785,1
"805",0.37981,-0.71432,0.587785,1
"806",0.329057,-0.739074,0.587785,1
"807",0.2767,-0.760227,0.587785,1
"808",0.222995,-0.777677,0.587785,1
"809",0.168204,-0.791338,0.587785,1
"810",0.112593,-0.801144,0.587785,1
"811",0.056434,-0.807046,0.587785,1
"812",0,-0.809017,0.587785,1
"813",-0.056434,-0.807046,0.587785,1
"814",-0.112593,-0.801144,0.587785,1
"815",-0.168204,-0.791338,0.587785,1
"816",-0.222995,-0.777677,0.587785,1
"817",-0.2767,-0.760227,0.587785,1
"818",-0.329057,-0.739074,0.587785,1
"819",-0.37981,-0.71432,0.587785,1
"820",-0.428714,-0.686085,0.587785,1
"821",-0.475528,-0.654508,0.587785,1
"822",-0.520026,-0.619743,0.587785,1
"823",-0.56199,-0.581958,0.587785,1
"824",-0.601217,-0.541338,0.587785,1
"825",-0.637514,-0.498081,0.587785,1
"826",-0.670705,-0.452397,0.587785,1
"827",-0.700629,-0.404508,0.587785,1
"828",-0.72714,-0.35465,0.587785,1
"829",-0.750107,-0.303063,0.587785,1
"830",-0.769421,-0.25,0.587785,1
"831",-0.784986,-0.195719,0.587785,1
"832",-0.796726,-0.140484,0.587785,1
"833",-0.804585,-0.084565,0.587785,1
"834",-0.808524,-0.028234,0.587785,1
"835",-0.808524,0.028234,0.587785,1
"836",-0.804585,0.084565,0.587785,1
"837",-0.796726,0.140484,0.587785,1
"838",-0.784986,0.195719,0.587785,1
"839",-0.769421,0.25,0.587785,1
"840",-0.750107,0.303063,0.587785,1
"841",-0.72714,0.35465,0.587785,1
"842",-0.700629,0.404508,0.587785,1
"843",-0.670705,0.452397,0.587785,1
"844",-0.637514,0.498081,0.587785,1
"845",-0.601217,0.541338,0.587785,1
"846",-0.56199,0.581958,0.587785,1
"847",-0.520026,0.619743,0.587785,1
"848",-0.475528,0.654508,0.587785,1
"849",-0.428714,0.686085,0.587785,1
"850",-0.37981,0.71432,0.587785,1
"851",-0.329057,0.739074,0.587785,1
"852",-0.2767,0.760227,0.587785,1
"853",-0.222995,0.777677,0.587785,1
"854",-0.168204,0.791338,0.587785,1
"855",-0.112593,0.801144,0.587785,1
"856",-0.056434,0.807046,0.587785,1
"857",0,0.838671,0.544639,1
"858",0.055428,0.836837,0.544639,1
"859",0.110614,0.831344,0.544639,1
"860",0.165316,0.822216,0.544639,1
"861",0.219296,0.809492,0.544639,1
"862",0.272316,0.793229,0.544639,1
"863",0.324145,0.773497,0.544639,1
"864",0.374558,0.750383,0.544639,1
"865",0.423332,0.723988,0.544639,1
"866",0.470255,0.694427,0.544639,1
"867",0.515122,0.661829,0.544639,1
"868",0.557737,0.626337,0.544639,1
"869",0.597912,0.588107,0.544639,1
"870",0.635473,0.547304,0.544639,1
"871",0.670255,0.504109,0.544639,1
"872",0.702107,0.458709,0.544639,1
"873",0.730888,0.411304,0.544639,1
"874",0.756473,0.3621,0.544639,1
"875",0.778751,0.311312,0.544639,1
"876",0.797623,0.259163,0.544639,1
"877",0.813007,0.205881,0.544639,1
"878",0.824837,0.151699,0.544639,1
"879",0.833059,0.096854,0.544639,1
"880",0.837639,0.041584,0.544639,1
"881",0.838556,-0.013867,0.544639,1
"882",0.835806,-0.069257,0.544639,1
"883",0.829401,-0.124344,0.544639,1
"884",0.81937,-0.178888,0.544639,1
"885",0.805756,-0.23265,0.544639,1
"886",0.788618,-0.285394,0.544639,1
"887",0.768032,-0.33689,0.544639,1
"888",0.744088,-0.386913,0.544639,1
"889",0.716889,-0.435245,0.544639,1
"890",0.686557,-0.481673,0.544639,1
"891",0.653221,-0.525994,0.544639,1
"892",0.61703,-0.568016,0.544639,1
"893",0.57814,-0.607554,0.544639,1
"894",0.536723,-0.644435,0.544639,1
"895",0.492958,-0.678499,0.544639,1
"896",0.447038,-0.709595,0.544639,1
"897",0.399163,-0.737589,0.544639,1
"898",0.349543,-0.762357,0.544639,1
"899",0.298394,-0.783792,0.544639,1
"900",0.24594,-0.801799,0.544639,1
"901",0.192411,-0.8163,0.544639,1
"902",0.138041,-0.827232,0.544639,1
"903",0.083067,-0.834547,0.544639,1
"904",0.027729,-0.838212,0.544639,1
"905",-0.027729,-0.838212,0.544639,1
"906",-0.083067,-0.834547,0.544639,1
"907",-0.138041,-0.827232,0.544639,1
"908",-0.192411,-0.8163,0.544639,1
"909",-0.24594,-0.801799,0.544639,1
"910",-0.298394,-0.783792,0.544639,1
"911",-0.349543,-0.762357,0.544639,1
"912",-0.399163,-0.737589,0.544639,1
"913",-0.447038,-0.709595,0.544639,1
"914",-0.492958,-0.678499,0.544639,1
"915",-0.536723,-0.644435,0.544639,1
"916",-0.57814,-0.607554,0.544639,1
"917",-0.61703,-0.568016,0.544639,1
"918",-0.653221,-0.525994,0.544639,1
"919",-0.686557,-0.481673,0.544639,1
"920",-0.716889,-0.435245,0.544639,1
"921",-0.744088,-0.386913,0.544639,1
"922",-0.768032,-0.33689,0.544639,1
"923",-0.788618,-0.285394,0.544639,1
"924",-0.805756,-0.23265,0.544639,1
"925",-0.81937,-0.178888,0.544639,1
"926",-0.829401,-0.124344,0.544639,1
"927",-0.835806,-0.069257,0.544639,1
"928",-0.838556,-0.013867,0.544639,1
"929",-0.837639,0.041584,0.544639,1
"930",-0.833059,0.096854,0.544639,1
"931",-0.824837,0.151699,0.544639,1
"932",-0.813007,0.205881,0.544639,1
"933",-0.797623,0.259163,0.544639,1
"934",-0.778751,0.311312,0.544639,1
"935",-0.756473,0.3621,0.544639,1
"936",-0.730888,0.411304,0.544639,1
"937",-0.702107,0.458709,0.544639,1
"938",-0.670255,0.504109,0.544639,1
"939",-0.635473,0.547304,0.544639,1
"940",-0.597912,0.588107,0.544639,1
"941",-0.557737,0.626337,0.544639,1
"942",-0.515122,0.661829,0.544639,1
"943",-0.470255,0.694427,0.544639,1
"944",-0.423332,0.723988,0.544639,1
"945",-0.374558,0.750383,0.544639,1
"946",-0.324145,0.773497,0.544639,1
"947",-0.272316,0.793229,0.544639,1
"948",-0.219296,0.809492,0.544639,1
"949",-0.165316,0.822216,0.544639,1
"950",-0.110614,0.831344,0.544639,1
"951",-0.055428,0.836837,0.544639,1
"952",0,0.866025,0.5,1
"953",0.054378,0.864317,0.5,1
"954",0.108542,0.859197,0.5,1
"955",0.162277,0.850686,0.5,1
"956",0.215372,0.838818,0.5,1
"957",0.267617,0.823639,0.5,1
"958",0.318805,0.80521,0.5,1
"959",0.368736,0.783603,0.5,1
"960",0.417211,0.758904,0.5,1
"961",0.46404,0.731209,0.5,1
"962",0.509037,0.700629,0.5,1
"963",0.552025,0.667284,0.5,1
"964",0.592835,0.631305,0.5,1
"965",0.631305,0.592835,0.5,1
"966",0.667284,0.552025,0.5,1
"967",0.700629,0.509037,0.5,1
"968",0.731209,0.46404,0.5,1
"969",0.758904,0.417211,0.5,1
"970",0.783603,0.368736,0.5,1
"971",0.80521,0.318805,0.5,1
"972",0.823639,0.267617,0.5,1
"973",0.838818,0.215372,0.5,1
"974",0.850686,0.162277,0.5,1
"975",0.859197,0.108542,0.5,1
"976",0.864317,0.054378,0.5,1
"977",0.866025,0,0.5,1
"978",0.864317,-0.054378,0.5,1
"979",0.859197,-0.108542,0.5,1
"980",0.850686,-0.162277,0.5,1
"981",0.838818,-0.215372,0.5,1
"982",0.823639,-0.267617,0.5,1
"983",0.80521,-0.318805,0.5,1
"984",0.783603,-0.368736,0.5,1
"985",0.758904,-0.417211,0.5,1
"986",0.731209,-0.46404,0.5,1
"987",0.700629,-0.509037,0.5,1
"988",0.667284,-0.552025,0.5,1
"989",0.631305,-0.592835,0.5,1
"990",0.592835,-0.631305,0.5,1
"991",0.552025,-0.667284,0.5,1
"992",0.509037,-0.700629,0.5,1
"993",0.46404,-0.731209,0.5,1
"994",0.417211,-0.758904,0.5,1
"995",0.368736,-0.783603,0.5,1
"996",0.318805,-0.80521,0.5,1
"997",0.267617,-0.823639,0.5,1
"998",0.215372,-0.838818,0.5,1
"999",0.162277,-0.850686,0.5,1
"1000",0.108542,-0.859197,0.5,1
"1001",0.054378,-0.864317,0.5,1
"1002",0,-0.866025,0.5,1
"1003",-0.054378,-0.864317,0.5,1
"1004",-0.108542,-0.859197,0.5,1
"1005",-0.162277,-0.850686,0.5,1
"1006",-0.215372,-0.838818,0.5,1
"1007",-0.267617,-0.823639,0.5,1
"1008",-0.318805,-0.80521,0.5,1
"1009",-0.368736,-0.783603,0.5,1
"1010",-0.417211,-0.758904,0.5,1
"1011",-0.46404,-0.731209,0.5,1
"1012",-0.509037,-0.700629,0.5,1
"1013",-0.552025,-0.667284,0.5,1
"1014",-0.592835,-0.631305,0.5,1
"1015",-0.631305,-0.592835,0.5,1
"1016",-0.667284,-0.552025,0.5,1
"1017",-0.700629,-0.509037,0.5,1
"1018",-0.731209,-0.46404,0.5,1
"1019",-0.758904,-0.417211,0.5,1
"1020",-0.783603,-0.368736,0.5,1
"1021",-0.80521,-0.318805,0.5,1
"1022",-0.823639,-0.267617,0.5,1
"1023",-0.838818,-0.215372,0.5,1
"1024",-0.850686,-0.162277,0.5,1
"1025",-0.859197,-0.108542,0.5,1
"1026",-0.864317,-0.054378,0.5,1
"1027",-0.866025,0,0.5,1
"1028",-0.864317,0.054378,0.5,1
"1029",-0.859197,0.108542,0.5,1
"1030",-0.850686,0.162277,0.5,1
"1031",-0.838818,0.215372,0.5,1
"1032",-0.823639,0.267617,0.5,1
"1033",-0.80521,0.318805,0.5,1
"1034",-0.783603,0.368736,0.5,1
"1035",-0.758904,0.417211,0.5,1
"1036",-0.731209,0.46404,0.5,1
"1037",-0.700629,0.509037,0.5,1
"1038",-0.667284,0.552025,0.5,1
"1039",-0.631305,0.592835,0.5,1
"1040",-0.592835,0.631305,0.5,1
"1041",-0.552025,0.667284,0.5,1
"1042",-0.509037,0.700629,0.5,1
"1043",-0.46404,0.731209,0.5,1
"1044",-0.417211,0.758904,0.5,1
"1045",-0.368736,0.783603,0.5,1
"1046",-0.318805,0.80521,0.5,1
"1047",-0.267617,0.823639,0.5,1
"1048",-0.215372,0.838818,0.5,1
"1049",-0.162277,0.850686,0.5,1
"1050",-0.108542,0.859197,0.5,1
"1051",-0.054378,0.864317,0.5,1
"1052",0.027987,0.890567,0.453991,1
"1053",0.083851,0.887052,0.453991,1
"1054",0.139384,0.880037,0.453991,1
"1055",0.194367,0.869548,0.453991,1
"1056",0.248583,0.855628,0.453991,1
"1057",0.301818,0.838331,0.453991,1
"1058",0.353861,0.817725,0.453991,1
"1059",0.404508,0.793893,0.453991,1
"1060",0.453559,0.766927,0.453991,1
"1061",0.50082,0.736934,0.453991,1
"1062",0.546104,0.704033,0.453991,1
"1063",0.589233,0.668354,0.453991,1
"1064",0.630037,0.630037,0.453991,1
"1065",0.668354,0.589233,0.453991,1
"1066",0.704033,0.546104,0.453991,1
"1067",0.736934,0.50082,0.453991,1
"1068",0.766927,0.453559,0.453991,1
"1069",0.793893,0.404508,0.453991,1
"1070",0.817725,0.353861,0.453991,1
"1071",0.838331,0.301818,0.453991,1
"1072",0.855628,0.248583,0.453991,1
"1073",0.869548,0.194367,0.453991,1
"1074",0.880037,0.139384,0.453991,1
"1075",0.887052,0.083851,0.453991,1
"1076",0.890567,0.027987,0.453991,1
"1077",0.890567,-0.027987,0.453991,1
"1078",0.887052,-0.083851,0.453991,1
"1079",0.880037,-0.139384,0.453991,1
"1080",0.869548,-0.194367,0.453991,1
"1081",0.855628,-0.248583,0.453991,1
"1082",0.838331,-0.301818,0.453991,1
"1083",0.817725,-0.353861,0.453991,1
"1084",0.793893,-0.404508,0.453991,1
"1085",0.766927,-0.453559,0.453991,1
"1086",0.736934,-0.50082,0.453991,1
"1087",0.704033,-0.546104,0.453991,1
"1088",0.668354,-0.589233,0.453991,1
"1089",0.630037,-0.630037,0.453991,1
"1090",0.589233,-0.668354,0.453991,1
"1091",0.546104,-0.704033,0.453991,1
"1092",0.50082,-0.736934,0.453991,1
"1093",0.453559,-0.766927,0.453991,1
"1094",0.404508,-0.793893,0.453991,1
"1095",0.353861,-0.817725,0.453991,1
"1096",0.301818,-0.838331,0.453991,1
"1097",0.248583,-0.855628,0.453991,1
"1098",0.194367,-0.869548,0.453991,1
"1099",0.139384,-0.880037,0.453991,1
"1100",0.083851,-0.887052,0.453991,1
"1101",0.027987,-0.890567,0.453991,1
"1102",-0.027987,-0.890567,0.453991,1
"1103",-0.083851,-0.887052,0.453991,1
"1104",-0.139384,-0.880037,0.453991,1
"1105",-0.194367,-0.869548,0.453991,1
"1106",-0.248583,-0.855628,0.453991,1
"1107",-0.301818,-0.838331,0.453991,1
"1108",-0.353861,-0.817725,0.453991,1
"1109",-0.404508,-0.793893,0.453991,1
"1110",-0.453559,-0.766927,0.453991,1
"1111",-0.50082,-0.736934,0.453991,1
"1112",-0.546104,-0.704033,0.453991,1
"1113",-0.589233,-0.668354,0.453991,1
"1114",-0.630037,-0.630037,0.453991,1
"1115",-0.668354,-0.589233,0.453991,1
"1116",-0.704033,-0.546104,0.453991,1
"1117",-0.736934,-0.50082,0.453991,1
"1118",-0.766927,-0.453559,0.453991,1
"1119",-0.793893,-0.404508,0.453991,1
"1120",-0.817725,-0.353861,0.453991,1
"1121",-0.838331,-0.301818,0.453991,1
"1122",-0.855628,-0.248583,0.453991,1
"1123",-0.869548,-0.194367,0.453991,1
"1124",-0.880037,-0.139384,0.453991,1
"1125",-0.887052,-0.083851,0.453991,1
"1126",-0.890567,-0.027987,0.453991,1
"1127",-0.890567,0.027987,0.453991,1
"1128",-0.887052,0.083851,0.453991,1
"1129",-0.880037,0.139384,0.453991,1
"1130",-0.869548,0.194367,0.453991,1
"1131",-0.855628,0.248583,0.453991,1
"1132",-0.838331,0.301818,0.453991,1
"1133",-0.817725,0.353861,0.453991,1
"1134",-0.793893,0.404508,0.453991,1
"1135",-0.766927,0.453559,0.453991,1
"1136",-0.736934,0.50082,0.453991,1
"1137",-0.704033,0.546104,0.453991,1
"1138",-0.668354,0.589233,0.453991,1
"1139",-0.630037,0.630037,0.453991,1
"1140",-0.589233,0.668354,0.453991,1
"1141",-0.546104,0.704033,0.453991,1
"1142",-0.50082,0.736934,0.453991,1
"1143",-0.453559,0.766927,0.453991,1
"1144",-0.404508,0.793893,0.453991,1
"1145",-0.353861,0.817725,0.453991,1
"1146",-0.301818,0.838331,0.453991,1
"1147",-0.248583,0.855628,0.453991,1
"1148",-0.194367,0.869548,0.453991,1
"1149",-0.139384,0.880037,0.453991,1
"1150",-0.083851,0.887052,0.453991,1
"1151",-0.027987,0.890567,0.453991,1
"1152",0.057362,0.911743,0.406737,1
"1153",0.114498,0.906342,0.406737,1
"1154",0.171181,0.897364,0.406737,1
"1155",0.22719,0.884845,0.406737,1
"1156",0.282301,0.868833,0.406737,1
"1157",0.336299,0.849393,0.406737,1
"1158",0.388969,0.826601,0.406737,1
"1159",0.440104,0.800546,0.406737,1
"1160",0.489502,0.771332,0.406737,1
"1161",0.536969,0.739074,0.406737,1
"1162",0.582316,0.703899,0.406737,1
"1163",0.625365,0.665946,0.406737,1
"1164",0.665946,0.625365,0.406737,1
"1165",0.703899,0.582316,0.406737,1
"1166",0.739074,0.536969,0.406737,1
"1167",0.771332,0.489502,0.406737,1
"1168",0.800546,0.440104,0.406737,1
"1169",0.826601,0.388969,0.406737,1
"1170",0.849393,0.336299,0.406737,1
"1171",0.868833,0.282301,0.406737,1
"1172",0.884845,0.22719,0.406737,1
"1173",0.897364,0.171181,0.406737,1
"1174",0.906342,0.114498,0.406737,1
"1175",0.911743,0.057362,0.406737,1
"1176",0.913545,0,0.406737,1
"1177",0.911743,-0.057362,0.406737,1
"1178",0.906342,-0.114498,0.406737,1
"1179",0.897364,-0.171181,0.406737,1
"1180",0.884845,-0.22719,0.406737,1
"1181",0.868833,-0.282301,0.406737,1
"1182",0.849393,-0.336299,0.406737,1
"1183",0.826601,-0.388969,0.406737,1
"1184",0.800546,-0.440104,0.406737,1
"1185",0.771332,-0.489502,0.406737,1
"1186",0.739074,-0.536969,0.406737,1
"1187",0.703899,-0.582316,0.406737,1
"1188",0.665946,-0.625365,0.406737,1
"1189",0.625365,-0.665946,0.406737,1
"1190",0.582316,-0.703899,0.406737,1
"1191",0.536969,-0.739074,0.406737,1
"1192",0.489502,-0.771332,0.406737,1
"1193",0.440104,-0.800546,0.406737,1
"1194",0.388969,-0.826601,0.406737,1
"1195",0.336299,-0.849393,0.406737,1
"1196",0.282301,-0.868833,0.406737,1
"1197",0.22719,-0.884845,0.406737,1
"1198",0.171181,-0.897364,0.406737,1
"1199",0.114498,-0.906342,0.406737,1
"1200",0.057362,-0.911743,0.406737,1
"1201",0,-0.913545,0.406737,1
"1202",-0.057362,-0.911743,0.406737,1
"1203",-0.114498,-0.906342,0.406737,1
"1204",-0.171181,-0.897364,0.406737,1
"1205",-0.22719,-0.884845,0.406737,1
"1206",-0.282301,-0.868833,0.406737,1
"1207",-0.336299,-0.849393,0.406737,1
"1208",-0.388969,-0.826601,0.406737,1
"1209",-0.440104,-0.800546,0.406737,1
"1210",-0.489502,-0.771332,0.406737,1
"1211",-0.536969,-0.739074,0.406737,1
"1212",-0.582316,-0.703899,0.406737,1
"1213",-0.625365,-0.665946,0.406737,1
"1214",-0.665946,-0.625365,0.406737,1
"1215",-0.703899,-0.582316,0.406737,1
"1216",-0.739074,-0.536969,0.406737,1
"1217",-0.771332,-0.489502,0.406737,1
"1218",-0.800546,-0.440104,0.406737,1
"1219",-0.826601,-0.388969,0.406737,1
"1220",-0.849393,-0.336299,0.406737,1
"1221",-0.868833,-0.282301,0.406737,1
"1222",-0.884845,-0.22719,0.406737,1
"1223",-0.897364,-0.171181,0.406737,1
"1224",-0.906342,-0.114498,0.406737,1
"1225",-0.911743,-0.057362,0.406737,1
"1226",-0.913545,0,0.406737,1
"1227",-0.911743,0.057362,0.406737,1
"1228",-0.906342,0.114498,0.406737,1
"1229",-0.897364,0.171181,0.406737,1
"1230",-0.884845,0.22719,0.406737,1
"1231",-0.868833,0.282301,0.406737,1
"1232",-0.849393,0.336299,0.406737,1
"1233",-0.826601,0.388969,0.406737,1
"1234",-0.800546,0.440104,0.406737,1
"1235",-0.771332,0.489502,0.406737,1
"1236",-0.739074,0.536969,0.406737,1
"1237",-0.703899,0.582316,0.406737,1
"1238",-0.665946,0.625365,0.406737,1
"1239",-0.625365,0.665946,0.406737,1
"1240",-0.582316,0.703899,0.406737,1
"1241",-0.536969,0.739074,0.406737,1
"1242",-0.489502,0.771332,0.406737,1
"1243",-0.440104,0.800546,0.406737,1
"1244",-0.388969,0.826601,0.406737,1
"1245",-0.336299,0.849393,0.406737,1
"1246",-0.282301,0.868833,0.406737,1
"1247",-0.22719,0.884845,0.406737,1
"1248",-0.171181,0.897364,0.406737,1
"1249",-0.114498,0.906342,0.406737,1
"1250",-0.057362,0.911743,0.406737,1
"1251",0,0.913545,0.406737,1
"1252",0.087858,0.929437,0.358368,1
"1253",0.146044,0.922087,0.358368,1
"1254",0.203654,0.911097,0.358368,1
"1255",0.260461,0.896511,0.358368,1
"1256",0.316239,0.878388,0.358368,1
"1257",0.370769,0.856798,0.358368,1
"1258",0.423837,0.831826,0.358368,1
"1259",0.475231,0.803572,0.358368,1
"1260",0.52475,0.772146,0.358368,1
"1261",0.572198,0.737673,0.358368,1
"1262",0.617388,0.700289,0.358368,1
"1263",0.660141,0.660141,0.358368,1
"1264",0.700289,0.617388,0.358368,1
"1265",0.737673,0.572198,0.358368,1
"1266",0.772146,0.52475,0.358368,1
"1267",0.803572,0.475231,0.358368,1
"1268",0.831826,0.423837,0.358368,1
"1269",0.856798,0.370769,0.358368,1
"1270",0.878388,0.316239,0.358368,1
"1271",0.896511,0.260461,0.358368,1
"1272",0.911097,0.203654,0.358368,1
"1273",0.922087,0.146044,0.358368,1
"1274",0.929437,0.087858,0.358368,1
"1275",0.93312,0.029324,0.358368,1
"1276",0.93312,-0.029324,0.358368,1
"1277",0.929437,-0.087858,0.358368,1
"1278",0.922087,-0.146044,0.358368,1
"1279",0.911097,-0.203654,0.358368,1
"1280",0.896511,-0.260461,0.358368,1
"1281",0.878388,-0.316239,0.358368,1
"1282",0.856798,-0.370769,0.358368,1
"1283",0.831826,-0.423837,0.358368,1
"1284",0.803572,-0.475231,0.358368,1
"1285",0.772146,-0.52475,0.358368,1
"1286",0.737673,-0.572198,0.358368,1
"1287",0.700289,-0.617388,0.358368,1
"1288",0.660141,-0.660141,0.358368,1
"1289",0.617388,-0.700289,0.358368,1
"1290",0.572198,-0.737673,0.358368,1
"1291",0.52475,-0.772146,0.358368,1
"1292",0.475231,-0.803572,0.358368,1
"1293",0.423837,-0.831826,0.358368,1
"1294",0.370769,-0.856798,0.358368,1
"1295",0.316239,-0.878388,0.358368,1
"1296",0.260461,-0.896511,0.358368,1
"1297",0.203654,-0.911097,0.358368,1
"1298",0.146044,-0.922087,0.358368,1
"1299",0.087858,-0.929437,0.358368,1
"1300",0.029324,-0.93312,0.358368,1
"1301",-0.029324,-0.93312,0.358368,1
"1302",-0.087858,-0.929437,0.358368,1
"1303",-0.146044,-0.922087,0.358368,1
"1304",-0.203654,-0.911097,0.358368,1
"1305",-0.260461,-0.896511,0.358368,1
"1306",-0.316239,-0.878388,0.358368,1
"1307",-0.370769,-0.856798,0.358368,1
"1308",-0.423837,-0.831826,0.358368,1
"1309",-0.475231,-0.803572,0.358368,1
"1310",-0.52475,-0.772146,0.358368,1
"1311",-0.572198,-0.737673,0.358368,1
"1312",-0.617388,-0.700289,0.358368,1
"1313",-0.660141,-0.660141,0.358368,1
"1314",-0.700289,-0.617388,0.358368,1
"1315",-0.737673,-0.572198,0.358368,1
"1316",-0.772146,-0.52475,0.358368,1
"1317",-0.803572,-0.475231,0.358368,1
"1318",-0.831826,-0.423837,0.358368,1
"1319",-0.856798,-0.370769,0.358368,1
"1320",-0.878388,-0.316239,0.358368,1
"1321",-0.896511,-0.260461,0.358368,1
"1322",-0.911097,-0.203654,0.358368,1
"1323",-0.922087,-0.146044,0.358368,1
"1324",-0.929437,-0.087858,0.358368,1
"1325",-0.93312,-0.029324,0.358368,1
"1326",-0.93312,0.029324,0.358368,1
"1327",-0.929437,0.087858,0.358368,1
"1328",-0.922087,0.146044,0.358368,1
